Puan	Yorum
1.0	Paketleme iyi ürün aynısı gibi geldi kullanımı gayet kolay ve kaliteli bir ürün malzeme gayet sağlam video kaydı ve fotoğraf çekimi telefondan kontrol çok iyi sorunsuz çalışıyor
1.0	Oğluma aynı zamanda 10 tane kitap almıştım favorisi bu oldu. Ve tatilde kaybedince sürekli bu kitabı sorduğu için tekrar almamız gerekti. Bu kitabın güzel yanı interaktif olmasıdır. Karşılıklı diyaloglar sağlıyor.
0.0	Yıldızsız olsa yıldızsız olarak işaretlerdim. Yarım bıraktığım bir kitap vardı. Bu ikincisi oldu. 17 yaşa bile hitap etmeyecek bir kitap. İnsan bu kitabı değil okumak için oynaması için bile çocuğa vermez. İlkokul öğrencilerine sayfalarından uçak yapılması amacıyla dağıtılabilecek bir yapıt olmuş. İyi yorum yapanlara şaşırmadım çünkü her ürünün bir gideri vardır. Hitap ettiği yaş ile aynı düşünen erişkinlerin olması gayet doğal. En çok okuması gereken kişi yazarımızdır. Eksiğini net görene kadar okumalıdır. Sakın almayın. Bu kitapta olmamış. Belki yazarımız sonraki kitaplarında daha çok çalışıp başarıyı sağlar...
1.0	Siparişten 5saat sonra ürün elime ulaştı, harikasınız. Oğlumla severek oynuyoruz, tavsiye ederim. 
1.0	Livaneli'nin okuduğum ilk romanı.Güçlü bir kalemi var.Kitabı çok akıcı ve duygu derinliği çok yoğun.Diğer kitaplarını da ilk fırsatta okuyacağım.Kesinlikle tavsiye ederim.
1.0	Harika bir yorum ve hikaye ..
1.0	Siparişim hızlı bir şekilde elime ulaştı. Fiyatı bu kalitedebir drone için gayet uygun böyle bir fırsatı sunduğunuz için tekrar teşekkür ediyorum.
1.0	Yıllardır kullandığım çok kaliteli tel. Satıcı ya da iyi paketleme, hızlı gönderi ve hediye olarak iki adet mızrap gönderdiği için teşekkür ederim.iyi çalışmalar.
1.0	insanı gerçekten kitabı okurkenpembe gözlükleri kırılıo.dünya dönen tüm acımasızlıkları ve hastalıkları anlıyor.
1.0	fiyatına göre düşünürsek gayet iyi bir ürün. teknik olarak belki biraz zayıf olabilir ancak ses kalitesi malzeme kalitesi fiyatına göre tatmin edici. ancak daha iyi bir ürün istiyorsanız daha pahalı ürünlere yönelebilirsiniz. başlangıç olarak çok uygun bir ürün. kargoda başarılı ayrıca.
1.0	diyorsunuz kitabın sonunda
1.0	Ben kitap okuyorum diyebilmek için muhakkak Yaşar Kemali okumak gerek. Bu kitap öyle bir eser ki okuduğunuzda buğday kokusunu siz farkında olmadan sezersiniz At nallarinin sesleri gelir kulağınızina ve kitabı bitirdikten sonra hemen Abdi Ağayı arayıp onu kendiniz cezalandırmak için aramaya koyulursunuz : bütün dünya bir araya gelse böyle harika bir eser yazamaz... ince memed anlatılmaz okunur....
1.0	Bu kadar kaliteli kitapları bu fiyatlara çocuklara ulaştırdığınız için teşekkürler...
1.0	ks games den daha önce de puzzle aldım ve bitirdim. kaliteli bir ürün tavsiye ederim
1.0	Ben kitabı okumaya başladığımdan beri elimden bırakamıyorum. Çok zekice kurgulanmış bence...Şimdi de Zar Adamı almak istiyorum umarım o da bu kadar güzeldir...
1.0	Bir solukta bitirdim. Bence herkes okumalı.
1.0	Fiyatıyla değerlendirildiği zaman iş görecek yeterli bir ürün. Gerekli ayar mekanizmaları mevcut.
1.0	Ürün fiyatına göre gayet iyi ve kullanışlı...
1.0	Hizli ve guvenli alisveris 
1.0	şimdiye kadar okuduğum en iyi kitap diyebilirim
1.0	güzel keyifli bir ürün dji mini ürün yapması güzel daha makul fiyatlı ürünleri kullanımı bu kadar rahat değil ayrıca kumanda batarya pervane satılması avantaj
1.0	harika bir kitap..
1.0	inanılmaz güzel kitap kızımla severek okuyoruz. bir tanede yeğenime aldım. 
1.0	Büyük boyutlu tamamen görsel hazırlanmış. Mekanlar olaylara göre çok iyi kategorize edilmiş. 
1.0	Ürünü cami Muezzin mahfili için aldım.daha öncekilerden çok farklı .ses kalitesi ve gürültü azlığı ile cami için ideal.kalite ve uygun fiyataki tenon mikrofonu meslektaşlarıma tavsiye ederim.
1.0	Tek kelime ile süper harika bir kitap aşkınız yaşadıklarınız birebir flim şeridi gibi aynı yaşadığınız gibi akıp gözünüzde canlanıyor ve gözyaşlarına boğuluyorsunuz.. Aslında bizi yaralayan aşkımıza bu kitabı okutmalıyız o anlasın diye... Ahmet batman hayranı oldum soğuk kahveden sonra bu daha da mükemmeldi bundan sonraki kitabını merakla bekliyoruz..
0.0	Malzeme kalitesi kotu. Tuslarda hafif de olsa yamukluklar var. Sesine daha bakamadim evde buyuk pil yok. Pille calisiyo arkadaslar..
1.0	harika bir oyun: sonunda bende aldım ve oynarken çok gülüyoruz : yeni tanıştığım kişilerle bu ıyun sayesinde daha iyi bir ortam edindim..:D şiddetle tavsiye ederim :
1.0	çok hızlı geldi
1.0	çok eğlenceli bir kitap çocuklar bayıldı,her akşam oku diye diyolar
1.0	Harika bir satıcı kargo zamanından önce kargolandı teşekkürler hepsi burada
1.0	Standart
1.0	MÜKEMMELDİ.İLK 5 KİTAP ARASINDA EN ETKİLEYİCİ OLANIYDI BENCE. KESİNLİKLE HERKESE TAVSİYE EDİYORUM.KİTABI OKUYUNCA FİLMİNDE NE KADAR ÇOK ŞEY KESTİKLERİNİ FARK ETTİM.
1.0	Orta okula giden kardeşim için aldım. Kargo hızı süper. Ürün çok temiz ayrıca kaliteli olduğunu ürünü elinize aldığınızda hemen anlıyorsunuz. notalar kulağa çok temiz geliyor ve kendinden çantalı olmasıda taşıma kolaylığını sağlıyor.
1.0	uyumadan öncekızıma okuyorum bu kitabı gayet sade bir dil ve akıcı 
1.0	muazzam bir yorum, her zamanki livaneli kalitesi
1.0	yazari Özdil ise al oku... başka söze gerek kalmıyor zaten
1.0	adam gibi gitar helal lsun vallaha cok begendim
1.0	hızlı kargo teşekkürler artık mağazanız ile çalışacağim
1.0	Güzel tavsiye ederim. 1000 puzzle yetti.
1.0	Gerçekten yanlış anlaşılmaları çok güzel bir şekilde işlemiş ve sonunda heyecanla neler olacağını merak ettiğim bir kitap. Çok keyif alarak okudum ve çokta etkilendim konusundan. Zaten Reşat Nuri Güntekin farkıda budur. Herkese tavsiye ederim...
1.0	Başarılı güzel Alınır tavsiye ederim 
1.0	Parasının karşılığını fazlasıyla veriyor diyebilirim. Mikrofon kısmı biraz zayıf ve en uzak bir şeyde koptu daha sonra lehimleyim çalıştı çok ince bir kablo yapısı ama dediğim gibi ücretine göre çok çok iyi denebilecek durumda alıp dikkat kullanırsanız sizi bayağı götürür.
1.0	Beklediğim gibiydi, belirli bir yaşın üstündeki çocuklar için çok iyi bir oyuncak.
1.0	Kutudan 3 kitap çıkıyor. 8 yaşındaki kızım için aldım ilk oturuşta neredeyse 40 sayfayı bitirdi. Başarı duygusunu arttıran bir kitap.
1.0	Alın
1.0	kısa sürede biten ,etkileyici bi roman...Tesekkürler Livaneli ..Maya üniversitenin verdiği görev aracılığıyla tanıştığı Max ile pek çok bilmediği gerçeğe ulaştı..Kitabın sonunda da ölen birinin inancı gereği yakılıp küllerini karısının sembolik mezarına bıraktırması anlatıldı..okuyun derim
1.0	Kitap sayfalar yazıların büyüklüğü gayet iyi. Tam beklediğim gibi. Heycanla okuyoruz. Bebeklerşm şimdiden öğrenecek tüm masalları?? teşekkürler hızlı kargo içinde.
1.0	Kendi kategorisinde bir adım önde bir kitab olduğunu düşünüyorum, kesinlikle yazar sizi kitabın içine alıyor ve dış dünya ile bağınızı kopartıyorsunuz, betimlemeler çok hoş olmuş yer yer duygularınıza hakim olamayıp gözyaşları dökmeniz mümkün, 
1.0	Kitap benim için ağır ama okuyarak bunu aşmak istiyorum bence güzel bir kitap kendinizi geliştirebilirsiniz. Kitap diğer satılan yerlerden daha uygun gözünüz kapalı satın alabilirsiniz.
1.0	Kargom hemen geldi çocuğumun her yaş grubunu severek yaptığı çok güzel bir set herkese tavsiye ederim
1.0	Olağanüstü hızlı kargo hizmeti.
1.0	ingilizce öğrenmek isteyen herkesin baş ucunda bulunması gereken bir kitap. herkese tavsiye edemiyorum. ingilizce öğrenmek için yüksek fiyatlara almış olduğum çoğu kitaptan daha iyi.
1.0	daha önce kızım için 4 yaş ve 4.5 yaş kitaplarını almıştık.. ilgi çekici ve düzeylerine uygun etkinlikleri var.. şimdi de 5 yaş setiyle devam ediyoruz..
1.0	hekesin mutlaka okunması gereken bir eser. sonraki kitaplarıda merakla okumak isteyeceksiniz. yazarın akıcı uslubuda gercekten harika
1.0	beklediğimden çok daha kaliteli torbada hiç ince değil gayet güzel teşekkürler hepsi burada
1.0	süper süper süper... tavsiye ederim devvamı güneşi uyandıralım ve onun devamı delifişek ben okudum mükemmel
1.0	Herşey süper mükemmel. PTT kargo sevmiyorum 
1.0	Filmden daha detaylı ve daha güzel kesinlikle alın.Ama filmdeki iron man sahnesini bilen arkadaşlar kitapta öyle bir şey yok haberiniz olsun:
1.0	Ürün gayet başarılı. Elinizde plaklar var ve dinlemek istiyorsanız alın derim. Taşıması kolay, istenilirse blueetooth hoparlör olarak kullanılabiliyor. AUX ile ses sistemine bağladım o da güzel ancak ses sistemine bağlayınca hem kendi hoparlörlerinden hem ses sistmeinden çıkış yapıyor. Ergonomik bir yapısının olması güzel. Bu fiyata alınabilir bir ürün.
1.0	Ürünü cumartesi günü sipariş ettim pazartesi günü elime ulaştı..Hızlı kargo ve ürün paketi özenli hazırlanmıştı.Gelir gelmez deneme yaptım ilk defa drone kullanmama rağmen bana oldukçakolay geldi şahsen çok memnun kaldım fiyat performans oranı bence süper...Teşekkürederim
1.0	Beslenmenin piri Canan Kararayım kitaplarının yanına yaklaşamasa da alınıp okunabilir.Kitap en sıradan insanların bile anlayacağı şekilde yazılmış bu yönü çok güzelAma
0.0	depresyon nasıl önlenirden ziyade nedir, depresyon nedir sorusuna yanıt veriyor yani tedavi etmiyor teşhis koyuyor. bu nedenle ısrarla okunması gereken bir kitap diyemem
1.0	Hızlı kargo ve iyi paketleme.
1.0	Büyüklerin ve okul çocuklarının okuyabileceği anlayabileceği bir kitap. Biraz baktım sade bir anlatımı var. Güzel..
1.0	siparişi vermeden önce şüphelerim vardı ama ürün elime hızlı ve güvenli bir şekilde gelince, üstelik sesi -şekli-çalışması da güzel oluncabeklentilerime gayet iyi cevap verdi.emeği geçen herkese teşekkürler
1.0	Kitaba resmen dokunmadan koymuşlar parmak izi bile yok çok temiz göndermişler tavsiye ediyorum fiyat anlamında da iyi TEŞEKKÜRLER 
1.0	Yardımlaşma, paylaşmanın vurgulandığı harika bir kitap. Biz çok sevdik.
1.0	Harika bir set. Her çocuğun kitaplığında bulunmalı.
1.0	Uygun fiyat, hızlı kargo.
1.0	Hızlıca elime ulaştı.
1.0	mükemmel livaneli kitabı tam olarak tüyleriniz diken diken okuyacaksınız
1.0	&quot;Kutsal Mezarlığa gömülen ölüler, kısa sürede yeniden hayata dönerler.&quot; - BİR KIZILDERİLİ İNANCI -Hayvan Mezarlığı, Stephen King'in 1983 yılında basılan bir romanıdır. filme de alınmış olmasına rağmen okumak istedim. Yaratılan karakterler, arka plandaki hikayeler, romandaki detaylar ve tüylerinizi ürperten olaylar... Ne heyecan kesiliyor ne akıcılık. psikolojik gerilimli bir kitap. evin kedisi bir gün ölü bulunur. babası da kızına kedinin öldüğünü söyleyemez. kediyi kutsal mezarlığa gömer kedi ertesi gün karşısındadır. donuk bakışları, eskisi gibi mırıldanmaması, leş gibi kokması, kuşları fareleri parçalayıp bırakması her an her yerde sinsi sinsi dolaşması. Kazada küçük çocuğunu kaybeden baba oğlunu da bu kutsal mezarlığa gömmek için plan yapar. peki buraya hiç insan gömülmüş müdür? geri gelen olmuş mudur? bir kere kutsal mezara ayak bastınız mı oradan ayrılmamak için tüm olaylar sizi oraya çeker... belki de oğlunun kazası kader değil kutsal mezarlığın bir çağrısıydı ...
1.0	Kitabım sağlam bir şekilde sorunsuz geldi. Hediyeniz için ayrıca teşekkürler :
1.0	bu serinin dahaönce 1 ve 2 sini almıştım beğendiğim için 3. seriyide hemen sipariş ettim çok güzel kitaplar 1-2 sınıf seviyelerine uygun kitaplar ayrıca değerler eğitimine uygun olması çok hoş
1.0	Bence okunması gereken bir kitap. Tavsiye edilir. Ayrıca hızlı da geldi.
1.0	mukemmel bir kitap ders diye okutulacak kitap ince ve bilinmeyen yonlerini cok iyi arastırilmış ellerine sağlık kitap basımı ve yazı karakterleri mükemmel 3 günde bitirdim.
1.0	eğlenceli ve el becerisi geliştiriyor. pratiklik kazandıran bir oyun. 6- 10 yaş arası çocuğunuzla oynabileceğiniz ve iyi , heyecanlı ve zevklidakikalargeçirebileceğiniz bir oyun.
1.0	Barış Akıncıoğlu yaparda kötü mü olur.Tebrikler hocam çok iyi kitap.
1.0	sağlam ve hızlı şekilde ulaştı
1.0	Urun fiyatina gore kaliteli. 3 yasindaki oglumla yavas yavas oynuyoruz ama 10 yaslarindaki yegenlerim cok eglenerek oynadilar. Biz sevdik :
1.0	Ürün güzel renkleri de çok güzel delikleri büyük evet ama grek tül zaten böyle soylenenden baya hızlı geldi 
1.0	beğendim, teşekkürler
1.0	Yeni başlayanlar için daha pahalısını almaya gerek yok. Sesi son derece yeterli kaliteli bir ürün
1.0	Kargo gününde geldi.Kitap git gide daha heyecanlanıyor ve kendini okutuyor.
1.0	Bir çırpıda okudum, akıcı ve çok harika
1.0	HARİKA BİR ÜRÜN. TAVSİYE EDERİM.AİLECEK OYNANACAK ZEKA GÖRSEL VE HIZ.
1.0	Fiyat mükemmel,sağlam geldi.Teşekkürler hepsiburada kargo da hızlıydi
1.0	Fiyat performans ürünü idare eder
1.0	hemen kullanmya başlanıldı.akort için mükemmel.
1.0	Gerçekten mükemmel bir kitap. Okuduğum en akıcı kitaplardan bir tanesi. Gerçekten okurken zamanın nasıl geçtiğini anlamıyorsunuz. Ben çok beğendim. Kitabın tek eksisi kaynakcasının olmaması. Sonuçta insan bilgilerin doğruluğundan emin olmak istiyor.
1.0	fiyatına göre gayet güzel ve eğitici
1.0	O Ki,Alemlere Rahmet olarak gönderildi.Bir Misafir düşünün ki o sizin.Resul-u Ekreminiz olsun.Diliniz l&#226;l olur. Bedeniniz ise taş keser.Kasım kasım kasılırsınız.O uyumadan uyumadi.O susmadan konuşamadı.Aşında yoksa bile evine aş yağdı.Dualar onadır.O ise onu evinde misafir eden.Ebu Eyüp el- ensaridir.Okuyun,Okutun,Hatta Hediye edin.
1.0	ON BEŞ TATİLDE 4 YAŞINDAKİ İKİZ KIZLARIM OYNASIN DİYE ALDIM. ÇOK MEMNUN KALDIK HALA HERGÜN OYNUYORLAR BİZİDE OYNATIYORLAR. TEŞEKKÜR EDERİZ 
1.0	inanılmaz sürükleyici ve akıcı bir kitapyorumda benzerleriyle kıyaslama yapılması yasak oldugu için yapmıyorum ama bu kitabı elinize alıp okumaya başladıgınızda bana hakvereceksiniz
1.0	Türk Ukulele videolarında hepsiburada.com'dan alabileceğimizi söyledi bu tarz aletleri... Fiyat olarak gayet uygun görünüyor. Sağlıklı akort için en iyisi bu tarz aletler tavsiye ederim. Bu arada ukulele severler türk ukuleleyi takip edebilir.
1.0	Bende araştırmalarım sonucunda buradaki yorumlara dayanarak ısmarladım.Peketlemesi çok iyi ve hızlı eksiksiz geldi. Gitar çalmadan anlamama rağmen android telefonuma indirdiğim program sayesinde akordunuda yaptım. Almayı düşünenlere tavsiye ederim.
1.0	gayet hızlı geldi
1.0	ürün çok sağlam videosunu izledim mağazada görerek aldım cihaz kaliteli, görüntü kalitesi başlangıç için ideal, uçuş modları güzel tek negatif yönü trim ayarlarını sürekli yeniden yapmak
1.0	Kitaplar sadece kargo poşetinde geldi ve köşelerde ezilme olmuş ürün güzel ama paketleme sıkıntılı.
1.0	Ürün kaliteli çok beğendim
1.0	kitapı yeni okumaya başladım birince tekrar yorum atarın hızlı göderi için teşekürler
1.0	Cok guzel kızım cok severek yapıyor hadı ders calısalım dıye kendı istiyor 
1.0	Varoluşçu felsefenin dehalarından Camus, yabancılaşmayı öyle bir anlatır ki, kitabı okurken ağzınız açık kalır. Eğer Kafka, Sartre ve Camus okumadıysanız daha gidecek çok yolunuz var demektir.
1.0	Çok hoş ve doğal duruyor.Hızlı kargo.
1.0	tavsiye edilir. tablet tv oynamaktan alıkoyan bir etkinlik desem yanlış olmaz. tavsiye edilir.
1.0	kağıt ve kapak kalitesi gayet güzel. yazıları ilk üç kitaba göre biraz farklı yazılmış sanki. biraz daha karışık geldi. ama kitapçıdan alsanız da aynı olacaktır sanırım. bu fiyat için alınır bence.
1.0	boya by alan net kördür kaliteli kablo ve ekstra ekipmanlar nerdeyse aynı fiyat nescafe süprizine çok etkilendik☺️☺️
1.0	Çok iyiydi. Ancak cevapların tekrar gözden geçirilmesi gerekiyor. Bazı hatalar gördük 
0.0	ürünü 15 temmuzda siparis vermeme rağmen ala gelmedi kargoya dahi verilmemisiki keredir ayni durumu yasiyoruz
1.0	kızımla beraber 4 yaş dikkat güçlendirme setini alıp bitirmiştik.. severek yaptı, ardından bunu sipariş ettik.. içeriği hemen hemen aynı etkinliklerden oluşuyor fakat biraz daha zor haliyle.. yine seveceğine eminim.. 
1.0	Bitince tekrar başlamak isteyeceğiniz muhteşem kitaplardan yapay zekanın önemli sorunlara yol açabileceğini hatırlatıyor ve brownun anlatımıyla..
1.0	Ürünü satın almamın üzerinden 24 saat bile geçmeden elime ulaştı. Sorunsuz ve yaptığım en hızlı alışverişlerdendi. Teller için yorumda bulunmayacağım; tercih meselesi sonuçta, fakat Ernie Ball markasının telleri de çok iyi ve fiyatının günümüz şartlarında uygun olduğunu düşünüyorum.
1.0	okuyun okutun filmlerini izleyin izletin
1.0	Kitap bu kadar yorum sayısını hakkediyor. Gerek tercümesi gerekse görselliği öncelikle çok güzel. Kitabı okuyunca oğlum çok ilgileniyor. Küçükken alınırsa resimlere bakabilir çocuklar. Yazısı çok olduğundan 7 yaşa kadar kullanılabilir bence. Yazıları çok ama hikayede bir akış var, çocuk sıkılmıyor. Kitapta çalmak kelimesi geçiyor, isterseniz okurken aldı diyebilirsiniz. Kimseyi hırsızlıkla suçlayan bir dil kullanılmamış. Olumsuz olduğunu düşünmüyorum. Fiyatı gerçekten çok uygun. Kesinlikle tavsiye ederim.
1.0	Zülfü Livanelinin okuduğum ilk kitabı ve çok beğenerek okuduğum bir kitap oldu.En sonunda hikaye biterken öyle alt-üst oluyosunuzki bildiğiniz herşey meğer öyle değilmiş şaşkınlık yarattı bende...Değişik bir yolla anlatmış hikayeyi...Herkese şiddetle tavsiye ederim :
1.0	Iyiki burada gorup bu oyunuda,eski gunler aklima geldide aldim.aksamlari esimle oynuyoruz cok zevkli oluyor,tv ye kole olup kalmaktansa arada bir bole oyunlar esliginde sohbetler guzel oluyor,tavsiye ederim...
